"Time (s)","Gravity X (m/s^2)","Gravity Y (m/s^2)","Gravity Z (m/s^2)"
3.502483583E0,1.109197258E-1,-2.452604190E-1,9.806306314E0
3.512412583E0,1.110749419E-1,-2.453151453E-1,9.806303390E0
3.522341583E0,1.112452421E-1,-2.451052668E-1,9.806306314E0
3.532270583E0,1.113803676E-1,-2.449886331E-1,9.806308068E0
3.542199583E0,1.112955099E-1,-2.449193984E-1,9.806310407E0
3.552128583E0,1.110728132E-1,-2.450435239E-1,9.806309822E0
3.562057583E0,1.107400061E-1,-2.450549076E-1,9.806313331E0
3.571986583E0,1.104065230E-1,-2.451097801E-1,9.806315669E0
3.581914583E0,1.101848404E-1,-2.450578313E-1,9.806319762E0
3.591843583E0,1.100921894E-1,-2.449018020E-1,9.806324440E0
3.601772583E0,1.104833864E-1,-2.450962402E-1,9.806315085E0
3.611701458E0,1.119646323E-1,-2.451273949E-1,9.806297543E0
3.621630458E0,1.135299685E-1,-2.449974405E-1,9.806282925E0
3.631559458E0,1.143048616E-1,-2.448504378E-1,9.806277663E0
3.641488458E0,1.135614613E-1,-2.448105671E-1,9.806287603E0
3.651417458E0,1.115663273E-1,-2.447277925E-1,9.806312161E0
3.661346458E0,1.089637042E-1,-2.447628940E-1,9.806340812E0
3.671275458E0,1.064841467E-1,-2.447777131E-1,9.806367710E0
3.681204458E0,1.044637419E-1,-2.447792297E-1,9.806389344E0
3.691133458E0,1.030590762E-1,-2.445173475E-1,9.806410394E0
3.701061458E0,1.020719109E-1,-2.444495929E-1,9.806422673E0
3.710990458E0,1.014087544E-1,-2.444058667E-1,9.806430860E0
3.720919458E0,1.009556409E-1,-2.443856025E-1,9.806435537E0
3.730848458E0,1.005930861E-1,-2.444977045E-1,9.806436707E0
3.740777458E0,1.001735667E-1,-2.445311799E-1,9.806440215E0
3.750706458E0,9.963210535E-2,-2.444566096E-1,9.806447816E0
3.760635458E0,9.905694947E-2,-2.444985816E-1,9.806452494E0
3.770564458E0,9.957609999E-2,-2.443616471E-1,9.806450740E0
3.780493458E0,1.012148187E-1,-2.444220379E-1,9.806432029E0
3.790422458E0,1.032291388E-1,-2.443720625E-1,9.806412733E0
3.800351458E0,1.047794641E-1,-2.441040225E-1,9.806402793E0
3.810280458E0,1.053150873E-1,-2.441027982E-1,9.806396946E0
3.820209458E0,1.045746288E-1,-2.441789399E-1,9.806402793E0
3.830137458E0,1.025606011E-1,-2.442719472E-1,9.806422089E0
3.840066458E0,1.006351221E-1,-2.442910603E-1,9.806441385E0
3.849995458E0,9.938738110E-2,-2.441606857E-1,9.806457172E0
