"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.057825250E0,3.396437073E-1,-2.719844055E-1,9.842332764E0
2.067754250E0,4.417314148E-1,-2.604583740E-1,9.766889648E0
2.077683250E0,5.279521179E-1,-2.728825378E-1,9.781259766E0
2.087612250E0,5.545967102E-1,-2.670446777E-1,9.735155640E0
2.097541250E0,5.330415344E-1,-2.661465454E-1,9.741891632E0
2.107470250E0,4.754113770E-1,-2.659968567E-1,9.780511322E0
2.117398250E0,3.909869385E-1,-2.659968567E-1,9.801916809E0
2.127327250E0,3.026705933E-1,-2.698887634E-1,9.833052063E0
2.137256250E0,2.624043274E-1,-2.674937439E-1,9.868827667E0
2.147185250E0,2.408491516E-1,-2.709365845E-1,9.882149963E0
2.157114250E0,2.808160400E-1,-2.760260010E-1,9.860295410E0
2.167043250E0,3.121009827E-1,-2.721340942E-1,9.807155914E0
2.176972250E0,3.682342529E-1,-2.706372070E-1,9.795031128E0
2.186901250E0,4.126918030E-1,-2.713856506E-1,9.786798248E0
2.196830250E0,4.209246826E-1,-2.636018372E-1,9.796677704E0
2.206759250E0,4.101470947E-1,-2.739303589E-1,9.789642334E0
2.216688250E0,3.676354980E-1,-2.787203979E-1,9.810748444E0
2.226617250E0,3.320095825E-1,-2.832110596E-1,9.867630157E0
2.236546250E0,2.784210205E-1,-2.730322266E-1,9.855505371E0
2.246475250E0,2.634521484E-1,-2.665956116E-1,9.868677979E0
2.256403250E0,2.797682190E-1,-2.643502808E-1,9.871372375E0
2.266332250E0,2.674937439E-1,-2.561174011E-1,9.839039612E0
2.276261250E0,2.894979858E-1,-2.737806702E-1,9.861343231E0
2.286190250E0,3.053649902E-1,-2.781216431E-1,9.860145721E0
2.296119250E0,3.215313721E-1,-2.710862732E-1,9.871522064E0
2.306048250E0,3.350033569E-1,-2.748284912E-1,9.883347473E0
2.315977250E0,3.300636292E-1,-2.754272461E-1,9.885293427E0
2.325906250E0,3.573069763E-1,-2.595602417E-1,9.824519806E0
2.335835250E0,4.546046448E-1,-2.647993469E-1,9.821675720E0
2.345764250E0,4.846920776E-1,-2.740800476E-1,9.766290894E0
2.355693250E0,5.481600952E-1,-2.926414490E-1,9.713151398E0
2.365622250E0,5.758525085E-1,-2.633024597E-1,9.771529999E0
2.375550250E0,5.533992004E-1,-2.459385681E-1,9.645342407E0
2.385479250E0,5.710624695E-1,-2.463876343E-1,9.676777039E0
2.395408250E0,5.917195129E-1,-2.631527710E-1,9.791438599E0
2.405337250E0,5.481600952E-1,-2.628533936E-1,9.742939453E0
2.415266250E0,4.810995483E-1,-2.471360779E-1,9.753717041E0
2.425195250E0,4.065545654E-1,-2.454895020E-1,9.781708832E0
2.435124250E0,3.176394653E-1,-2.609074402E-1,9.860894165E0
2.445053250E0,2.037263489E-1,-2.704875183E-1,9.888736267E0
2.454982250E0,1.056802368E-1,-2.710862732E-1,9.869426422E0
2.464911250E0,3.847000122E-2,-2.915936279E-1,9.838889923E0
2.474840250E0,1.182540894E-2,-2.788700867E-1,9.893825684E0
2.484769250E0,2.140548706E-2,-2.712359619E-1,9.940378876E0
2.494698250E0,5.403762817E-2,-2.748284912E-1,9.904453583E0
2.504627250E0,1.185534668E-1,-2.664459229E-1,9.864187317E0
2.514555250E0,1.960922241E-1,-2.679428101E-1,9.836794281E0
2.524484250E0,2.767744446E-1,-2.701881409E-1,9.820627899E0
2.534413250E0,3.448828125E-1,-2.615061951E-1,9.820627899E0
2.544342250E0,4.031117249E-1,-2.639012146E-1,9.805509338E0
2.554271250E0,4.360432434E-1,-2.625540161E-1,9.762548676E0
2.564200250E0,4.465214539E-1,-2.697390747E-1,9.761800232E0
2.574129250E0,4.360432434E-1,-2.664459229E-1,9.778415680E0
2.584058250E0,4.016148376E-1,-2.640509033E-1,9.794282684E0
2.593987250E0,3.474275208E-1,-2.612068176E-1,9.824370117E0
2.603916250E0,2.860551453E-1,-2.686912537E-1,9.833950195E0
2.613845583E0,2.321672058E-1,-2.721340942E-1,9.832752686E0
2.623774583E0,2.058219910E-1,-2.785707092E-1,9.829908600E0
2.633703583E0,1.854643250E-1,-2.761756897E-1,9.846823425E0
2.643631583E0,2.001338196E-1,-2.686912537E-1,9.852661285E0
2.653560583E0,2.252815247E-1,-2.692900085E-1,9.851164398E0
2.663489583E0,2.451901245E-1,-2.661465454E-1,9.811047821E0
2.673418583E0,2.559677124E-1,-2.668949890E-1,9.819580078E0
2.683347583E0,2.830613708E-1,-2.646496582E-1,9.826016693E0
2.693276583E0,3.121009827E-1,-2.652484131E-1,9.829309845E0
2.703205583E0,3.189866638E-1,-2.600093079E-1,9.807455292E0
2.713134583E0,3.311114502E-1,-2.585124207E-1,9.801318054E0
2.723063583E0,3.372486877E-1,-2.716850281E-1,9.798174591E0
2.732992583E0,3.275189209E-1,-2.592608643E-1,9.797126770E0
2.742921583E0,3.218307495E-1,-2.558180237E-1,9.801467743E0
2.752850583E0,2.993774414E-1,-2.619552612E-1,9.795779572E0
2.762779583E0,2.667453003E-1,-2.627037048E-1,9.798324280E0
2.772707583E0,2.269281006E-1,-2.692900085E-1,9.830058289E0
2.782636583E0,1.920506287E-1,-2.694396973E-1,9.845925293E0
2.792565583E0,1.547781372E-1,-2.665956116E-1,9.837243347E0
2.802494583E0,1.389111328E-1,-2.674937439E-1,9.845925293E0
2.812423583E0,1.085243225E-1,-2.646496582E-1,9.854008484E0
2.822352583E0,1.038839722E-1,-2.640509033E-1,9.848769379E0
2.832281583E0,1.091230774E-1,-2.603086853E-1,9.831854553E0
2.842210583E0,1.122665405E-1,-2.686912537E-1,9.847122803E0
2.852139583E0,1.456471252E-1,-2.736309814E-1,9.844727783E0
2.862068583E0,1.670526123E-1,-2.688409424E-1,9.831704865E0
2.871997583E0,1.971400452E-1,-2.615061951E-1,9.823621674E0
2.881926583E0,2.335144043E-1,-2.665956116E-1,9.814191284E0
2.891855583E0,2.366578674E-1,-2.621049500E-1,9.799521790E0
