"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
8.467823333E-1,-7.972578043E-2,-6.700287871E-3,8.618678927E-2
8.567113333E-1,-1.140265524E-1,-1.438831665E-2,-1.775273144E-2
8.666403334E-1,-1.284212645E-1,-1.268865896E-2,-4.553928494E-2
8.765693334E-1,-1.453491000E-1,-8.443342857E-3,5.355113983E-2
8.864973334E-1,-1.581917052E-1,-6.987422705E-4,8.553833306E-2
8.964263333E-1,-1.474985730E-1,-3.977860808E-3,1.419645488E-2
9.063553333E-1,-1.252459157E-1,-1.686064733E-2,-4.026626587E-2
9.162843333E-1,-9.826710027E-2,-1.129170433E-3,2.200482666E-2
9.262133333E-1,-6.999986909E-2,-1.111226790E-3,1.064204943E-1
9.361423334E-1,-4.270241691E-2,2.751206327E-3,3.456113756E-2
9.460713334E-1,-4.800436143E-3,-1.565438502E-2,-3.445062518E-2
9.560003334E-1,2.539385458E-2,-8.263906427E-3,3.597791791E-3
9.659293334E-1,8.964583760E-2,2.022825982E-3,7.730603814E-2
9.758583333E-1,1.063342844E-1,-2.341901232E-3,3.369341075E-2
9.857873333E-1,1.190570034E-1,-4.070922900E-3,-3.157964230E-2
9.957163333E-1,1.154864560E-1,-5.019633640E-3,-2.600549161E-2
1.005644333E0,1.040037122E-1,-9.943482578E-3,3.104286790E-3
1.015573333E0,1.206643299E-1,2.284890879E-3,1.758550107E-2
1.025502333E0,1.041565621E-1,-3.340148851E-3,1.070215881E-2
1.035431333E0,6.926721297E-2,7.297690585E-4,-3.418340743E-2
1.045360333E0,-3.601895805E-2,-2.581563983E-3,-7.460930228E-2
1.055289333E0,-1.499837676E-1,-9.077674393E-3,1.056591868E-3
1.065218333E0,-3.106004409E-1,-8.707947638E-3,4.561412930E-2
1.075147333E0,-4.508583337E-1,3.620870020E-3,5.303833902E-2
1.085076333E0,-4.988726354E-1,-7.542177290E-3,7.588399529E-2
1.095005333E0,-4.410236459E-1,8.392764442E-4,1.064058763E-1
1.104934333E0,-3.219618733E-1,-5.712821055E-3,1.045622492E-1
1.114863333E0,-1.757973609E-1,-1.162883285E-2,2.984243453E-2
1.124791333E0,-4.847131642E-2,-2.558266483E-2,6.132033527E-2
1.134720333E0,9.738656441E-2,-4.504676666E-3,4.005635083E-2
1.144649333E0,1.454032415E-1,-2.319097091E-2,6.513973653E-2
1.154578333E0,3.854616851E-1,-1.046191134E-2,-6.342474818E-2
1.164507333E0,3.810576719E-1,2.803325118E-2,-1.158923990E-1
1.174436333E0,3.477110742E-1,-5.979709905E-3,-1.024537432E-1
1.184365333E0,3.023162885E-1,-1.896690577E-4,1.355735421E-2
1.194294333E0,2.196196475E-1,2.497290988E-2,7.885496557E-2
1.204223333E0,1.465726024E-1,2.576434879E-2,5.899021983E-2
1.214152333E0,3.366639479E-2,1.081950512E-2,-5.927907228E-3
1.224081333E0,-8.249013386E-2,-1.020346440E-2,8.029396534E-3
1.234010333E0,-1.638822520E-1,-1.499534899E-2,2.660483122E-4
1.243939333E0,-2.415290001E-1,-3.853402823E-2,7.406375706E-2
1.253867333E0,-1.409951262E-1,-1.261262689E-2,1.200111777E-1
1.263796333E0,-4.605924860E-2,-1.704987785E-2,1.015860164E-1
1.273725333E0,2.345117200E-2,1.363095604E-3,-6.247983813E-2
1.283654333E0,8.389825302E-2,4.459908921E-3,-4.810738206E-2
1.293583333E0,9.186593402E-2,1.811829206E-2,6.700733721E-2
