"Time (s)","Gravity X (m/s^2)","Gravity Y (m/s^2)","Gravity Z (m/s^2)"
5.760009804E1,4.114582232E-1,1.510100270E-1,-9.800204160E0
5.761002704E1,4.113769834E-1,1.510809702E-1,-9.800205914E0
5.761995604E1,4.112876672E-1,1.511372405E-1,-9.800210007E0
5.762988504E1,4.112582119E-1,1.511740231E-1,-9.800208837E0
5.763981404E1,4.113624385E-1,1.512457520E-1,-9.800204160E0
5.764974304E1,4.113354682E-1,1.512177950E-1,-9.800205329E0
5.765967204E1,4.112199492E-1,1.512926759E-1,-9.800207668E0
5.766960004E1,4.111389652E-1,1.513971766E-1,-9.800212346E0
5.767952904E1,4.111358589E-1,1.513308016E-1,-9.800211761E0
5.768945804E1,4.112222880E-1,1.512732613E-1,-9.800206499E0
5.769938704E1,4.112907370E-1,1.511780613E-1,-9.800206499E0
5.770931604E1,4.112191086E-1,1.510550323E-1,-9.800215854E0
5.771924504E1,4.112260522E-1,1.511696742E-1,-9.800210007E0
5.772917304E1,4.111586630E-1,1.512255334E-1,-9.800211761E0
5.773910204E1,4.110106919E-1,1.513184493E-1,-9.800215854E0
5.774903104E1,4.109752797E-1,1.514001642E-1,-9.800218193E0
5.775896004E1,4.109591999E-1,1.515186251E-1,-9.800217023E0
5.776888904E1,4.110224960E-1,1.513615177E-1,-9.800217608E0
5.777881804E1,4.110856825E-1,1.513697769E-1,-9.800214685E0
5.778874704E1,4.112331419E-1,1.513101079E-1,-9.800209422E0
5.779867504E1,4.111767894E-1,1.513156354E-1,-9.800211761E0
5.780860404E1,4.112252117E-1,1.513490376E-1,-9.800209422E0
5.781853304E1,4.110777887E-1,1.513289743E-1,-9.800215269E0
5.782846204E1,4.110272103E-1,1.514076102E-1,-9.800215854E0
5.783839104E1,4.109698345E-1,1.514833225E-1,-9.800217608E0
5.784832004E1,4.110133232E-1,1.514643831E-1,-9.800214685E0
5.785824804E1,4.109624524E-1,1.515293146E-1,-9.800218193E0
5.786817704E1,4.108753654E-1,1.516405304E-1,-9.800219947E0
5.787810604E1,4.108554849E-1,1.516375337E-1,-9.800218778E0
5.788803504E1,4.108091457E-1,1.516465421E-1,-9.800218778E0
5.789796404E1,4.108445579E-1,1.516148027E-1,-9.800221117E0
5.790789304E1,4.106609553E-1,1.516552216E-1,-9.800227548E0
5.791782104E1,4.107021782E-1,1.516863397E-1,-9.800226379E0
5.792775004E1,4.105917755E-1,1.517221996E-1,-9.800229887E0
5.793767904E1,4.107034208E-1,1.517503850E-1,-9.800224040E0
5.794760804E1,4.108190129E-1,1.517203358E-1,-9.800218778E0
5.795753704E1,4.108504051E-1,1.517619241E-1,-9.800219362E0
5.796746604E1,4.108231790E-1,1.516861113E-1,-9.800221701E0
5.797739504E1,4.108480662E-1,1.515863980E-1,-9.800222286E0
5.798732304E1,4.108352389E-1,1.515721637E-1,-9.800220532E0
5.799725204E1,4.106913609E-1,1.516252089E-1,-9.800225794E0
5.800718104E1,4.104845156E-1,1.516340437E-1,-9.800232811E0
5.801711004E1,4.105987190E-1,1.516877924E-1,-9.800229887E0
5.802703904E1,4.105886326E-1,1.515800209E-1,-9.800231057E0
5.803696804E1,4.105639647E-1,1.514947612E-1,-9.800235735E0
5.804689604E1,4.105291006E-1,1.514941399E-1,-9.800235735E0
5.805682504E1,4.104033124E-1,1.515417947E-1,-9.800239828E0
5.806675404E1,4.103506509E-1,1.517079561E-1,-9.800238658E0
5.807668304E1,4.103847475E-1,1.517467396E-1,-9.800239828E0
5.808661204E1,4.104344488E-1,1.518002782E-1,-9.800237489E0
5.809654104E1,4.102479227E-1,1.517946685E-1,-9.800245090E0
5.810646958E1,4.100418448E-1,1.517828644E-1,-9.800249768E0
5.811639858E1,4.099790969E-1,1.516259581E-1,-9.800255615E0
5.812632758E1,4.099390800E-1,1.516396625E-1,-9.800255615E0
5.813625658E1,4.099968578E-1,1.515160213E-1,-9.800255030E0
5.814618558E1,4.100620543E-1,1.515010469E-1,-9.800252107E0
5.815611458E1,4.100349013E-1,1.514757120E-1,-9.800254446E0
5.816604358E1,4.100587652E-1,1.512966502E-1,-9.800259123E0
5.817597158E1,4.102791687E-1,1.512036612E-1,-9.800250937E0
5.818590058E1,4.102218660E-1,1.513191894E-1,-9.800252107E0
5.819582958E1,4.102070652E-1,1.514198894E-1,-9.800248598E0
5.820575858E1,4.102243511E-1,1.514192407E-1,-9.800246844E0
5.821568758E1,4.102326103E-1,1.514572659E-1,-9.800246844E0
5.822561658E1,4.102235836E-1,1.517038905E-1,-9.800243921E0
5.823554458E1,4.102282979E-1,1.517483385E-1,-9.800243336E0
5.824547358E1,4.102083078E-1,1.518824042E-1,-9.800240412E0
5.825540258E1,4.102221949E-1,1.519144451E-1,-9.800241582E0
5.826533158E1,4.103115477E-1,1.519546447E-1,-9.800238073E0
5.827526058E1,4.103214879E-1,1.520122946E-1,-9.800238073E0
5.828518958E1,4.103494815E-1,1.520044100E-1,-9.800235150E0
5.829511758E1,4.104197212E-1,1.521380280E-1,-9.800229887E0
5.830504658E1,4.104785953E-1,1.522318484E-1,-9.800224625E0
5.831497558E1,4.104980008E-1,1.521533404E-1,-9.800226379E0
5.832490458E1,4.104254587E-1,1.520631379E-1,-9.800233396E0
5.833483358E1,4.104092327E-1,1.523091413E-1,-9.800225794E0
5.834476258E1,4.104043722E-1,1.522728794E-1,-9.800227548E0
5.835469158E1,4.103747707E-1,1.522242835E-1,-9.800231642E0
5.836461958E1,4.105212800E-1,1.523304379E-1,-9.800224040E0
5.837454858E1,4.104355086E-1,1.522474897E-1,-9.800225794E0
5.838447758E1,4.104868180E-1,1.521760806E-1,-9.800223455E0
5.839440658E1,4.104301000E-1,1.521872816E-1,-9.800227548E0
5.840433558E1,4.105409047E-1,1.523264454E-1,-9.800223455E0
5.841426458E1,4.107119723E-1,1.523703634E-1,-9.800214100E0
5.842419258E1,4.106815302E-1,1.523893669E-1,-9.800217608E0
5.843412158E1,4.106126062E-1,1.521786935E-1,-9.800220532E0
5.844405058E1,4.106772910E-1,1.521096873E-1,-9.800221701E0
5.845397958E1,4.106888027E-1,1.522023473E-1,-9.800217608E0
5.846390858E1,4.107072214E-1,1.522318027E-1,-9.800217608E0
5.847383758E1,4.108119962E-1,1.523119004E-1,-9.800210007E0
5.848376658E1,4.108667042E-1,1.524486522E-1,-9.800205914E0
5.849369458E1,4.106582145E-1,1.524162641E-1,-9.800215269E0
5.850362358E1,4.105657554E-1,1.524804373E-1,-9.800218193E0
5.851355258E1,4.104257511E-1,1.524830868E-1,-9.800224040E0
5.852348158E1,4.104659507E-1,1.524723243E-1,-9.800221117E0
5.853341058E1,4.105065523E-1,1.524254095E-1,-9.800224040E0
5.854333958E1,4.106734538E-1,1.525088328E-1,-9.800214100E0
5.855326758E1,4.108476643E-1,1.525341403E-1,-9.800207083E0
5.856319658E1,4.109631468E-1,1.522946237E-1,-9.800204744E0
5.857312558E1,4.109899709E-1,1.522615778E-1,-9.800202405E0
5.858305458E1,4.110414629E-1,1.522462928E-1,-9.800200651E0
5.859298358E1,4.109664724E-1,1.522116755E-1,-9.800207083E0
5.860291258E1,4.109274787E-1,1.522040376E-1,-9.800207083E0
5.861284058E1,4.109296349E-1,1.521282796E-1,-9.800207668E0
5.862276958E1,4.110417918E-1,1.521108567E-1,-9.800202990E0
5.863269858E1,4.110108016E-1,1.521343278E-1,-9.800203575E0
5.864262758E1,4.109681169E-1,1.521564010E-1,-9.800205914E0
5.865255658E1,4.110438749E-1,1.520392649E-1,-9.800207083E0
5.866248558E1,4.110003497E-1,1.519564171E-1,-9.800207668E0
5.867241458E1,4.109450569E-1,1.519186934E-1,-9.800210592E0
5.868234258E1,4.109474324E-1,1.518416838E-1,-9.800214100E0
5.869227158E1,4.108318037E-1,1.518280981E-1,-9.800217023E0
5.870220058E1,4.109317911E-1,1.517793104E-1,-9.800212346E0
5.871212958E1,4.110142734E-1,1.516574325E-1,-9.800211176E0
5.872205858E1,4.111428756E-1,1.516232720E-1,-9.800207668E0
5.873198758E1,4.110971211E-1,1.516190328E-1,-9.800208253E0
5.874191558E1,4.109957084E-1,1.516702599E-1,-9.800214100E0
5.875184458E1,4.109621235E-1,1.517225102E-1,-9.800215269E0
5.876177358E1,4.110569215E-1,1.517143789E-1,-9.800209422E0
5.877170258E1,4.110674830E-1,1.517910140E-1,-9.800211176E0
5.878163158E1,4.109750970E-1,1.516551576E-1,-9.800217608E0
5.879156058E1,4.110795429E-1,1.516421384E-1,-9.800211761E0
5.880148858E1,4.111798957E-1,1.516626950E-1,-9.800208253E0
5.881141758E1,4.112773250E-1,1.516622565E-1,-9.800201821E0
5.882134658E1,4.113911629E-1,1.517955365E-1,-9.800195974E0
5.883127558E1,4.114348709E-1,1.518510393E-1,-9.800191880E0
5.884120458E1,4.115571873E-1,1.518989682E-1,-9.800187203E0
5.885113358E1,4.116365267E-1,1.519868318E-1,-9.800182525E0
5.886106258E1,4.116522046E-1,1.520298179E-1,-9.800182525E0
5.887099058E1,4.115401208E-1,1.520265289E-1,-9.800183110E0
5.888091958E1,4.113613421E-1,1.521235744E-1,-9.800189542E0
5.889084858E1,4.114301566E-1,1.520927851E-1,-9.800188372E0
5.890077758E1,4.114539474E-1,1.521989852E-1,-9.800183694E0
5.891070658E1,4.114243094E-1,1.522700106E-1,-9.800184864E0
5.892063558E1,4.113474916E-1,1.522779409E-1,-9.800191296E0
5.893056358E1,4.113286343E-1,1.523547587E-1,-9.800188957E0
5.894049258E1,4.112750226E-1,1.524215814E-1,-9.800190126E0
5.895042158E1,4.111906034E-1,1.524374054E-1,-9.800191880E0
5.896035058E1,4.112116169E-1,1.525311070E-1,-9.800191880E0
5.897027958E1,4.111392210E-1,1.525164159E-1,-9.800194219E0
5.898020858E1,4.112068295E-1,1.525527692E-1,-9.800191296E0
5.899013658E1,4.112341287E-1,1.525148902E-1,-9.800188372E0
5.900006558E1,4.111142242E-1,1.526933947E-1,-9.800194219E0
5.900999458E1,4.111184269E-1,1.527629035E-1,-9.800194219E0
5.901992358E1,4.110161372E-1,1.528445818E-1,-9.800193635E0
5.902985258E1,4.110339346E-1,1.528106314E-1,-9.800193635E0
5.903978158E1,4.110672272E-1,1.526823946E-1,-9.800191880E0
5.904971058E1,4.109513427E-1,1.526255304E-1,-9.800198897E0
5.905963858E1,4.109766319E-1,1.525861988E-1,-9.800197728E0
5.906956758E1,4.110534862E-1,1.525431761E-1,-9.800198312E0
5.907949658E1,4.111565069E-1,1.526857750E-1,-9.800191296E0
5.908942558E1,4.111909324E-1,1.527278933E-1,-9.800190711E0
5.909935458E1,4.112552517E-1,1.526109124E-1,-9.800189542E0
5.910928358E1,4.111447759E-1,1.525748150E-1,-9.800193635E0
5.911921158E1,4.111503673E-1,1.524429877E-1,-9.800194804E0
5.912914058E1,4.110767655E-1,1.524436455E-1,-9.800197728E0
5.913906958E1,4.111986068E-1,1.524527635E-1,-9.800191880E0
5.914899858E1,4.109848911E-1,1.523647538E-1,-9.800202990E0
5.915892758E1,4.109485287E-1,1.524386845E-1,-9.800205914E0
5.916885658E1,4.108616976E-1,1.524365101E-1,-9.800208837E0
5.917878558E1,4.107489925E-1,1.525418696E-1,-9.800210007E0
5.918871358E1,4.107290023E-1,1.525882270E-1,-9.800210592E0
5.919864258E1,4.107187697E-1,1.524278946E-1,-9.800214685E0
5.920857158E1,4.107803482E-1,1.525271510E-1,-9.800207668E0
5.921850058E1,4.109194023E-1,1.525438796E-1,-9.800201236E0
5.922842958E1,4.109206083E-1,1.524005040E-1,-9.800202990E0
5.923835858E1,4.108977676E-1,1.523590984E-1,-9.800204160E0
5.924828658E1,4.109012394E-1,1.523464629E-1,-9.800209422E0
5.925821558E1,4.109150169E-1,1.523897780E-1,-9.800207083E0
5.926814458E1,4.109451666E-1,1.523877041E-1,-9.800204160E0
5.927807358E1,4.108372124E-1,1.524581265E-1,-9.800210592E0
5.928800258E1,4.107818831E-1,1.523916418E-1,-9.800211761E0
5.929793158E1,4.107844412E-1,1.523325575E-1,-9.800211176E0
5.930785958E1,4.107105836E-1,1.522638345E-1,-9.800217608E0
5.931778858E1,4.106011310E-1,1.522227761E-1,-9.800221117E0
5.932771758E1,4.105121437E-1,1.521038766E-1,-9.800224625E0
5.933764658E1,4.105237285E-1,1.520922644E-1,-9.800224040E0
5.934757558E1,4.105072101E-1,1.521005510E-1,-9.800226964E0
5.935750458E1,4.104714690E-1,1.521459491E-1,-9.800227548E0
5.936743358E1,4.105383831E-1,1.520379218E-1,-9.800224625E0
5.937736158E1,4.105290275E-1,1.520245829E-1,-9.800227548E0
5.938729058E1,4.104420137E-1,1.520635856E-1,-9.800229303E0
5.939721958E1,4.104689474E-1,1.520772169E-1,-9.800228133E0
5.940714858E1,4.104719441E-1,1.521723073E-1,-9.800228133E0
5.941707758E1,4.105354595E-1,1.522474257E-1,-9.800224040E0
5.942700658E1,4.105391871E-1,1.523550876E-1,-9.800220532E0
5.943693458E1,4.106339851E-1,1.524422294E-1,-9.800218778E0
5.944686358E1,4.107507101E-1,1.524271637E-1,-9.800214100E0
5.945679258E1,4.108547540E-1,1.523781384E-1,-9.800210592E0
5.946672158E1,4.109243359E-1,1.522911337E-1,-9.800204744E0
5.947665058E1,4.109492962E-1,1.523721267E-1,-9.800205914E0
5.948657958E1,4.107401120E-1,1.525351361E-1,-9.800210592E0
5.949650758E1,4.107761455E-1,1.526579916E-1,-9.800206499E0
5.950643658E1,4.108000460E-1,1.526949387E-1,-9.800202990E0
5.951636558E1,4.107989862E-1,1.527032162E-1,-9.800205914E0
5.952629458E1,4.109595653E-1,1.526119905E-1,-9.800199482E0
5.953622358E1,4.110499779E-1,1.525749155E-1,-9.800194804E0
5.954615258E1,4.110655096E-1,1.526683156E-1,-9.800193050E0
5.955608158E1,4.110045889E-1,1.525118204E-1,-9.800198312E0
5.956600958E1,4.109252129E-1,1.524709995E-1,-9.800201821E0
5.957593858E1,4.108629766E-1,1.523625976E-1,-9.800208253E0
5.958586758E1,4.108868041E-1,1.523631184E-1,-9.800207668E0
5.959579658E1,4.109589075E-1,1.523020241E-1,-9.800206499E0
5.960572558E1,4.108262488E-1,1.523303466E-1,-9.800212346E0
5.961565458E1,4.107524643E-1,1.524542527E-1,-9.800212930E0
5.962558258E1,4.108794585E-1,1.526121549E-1,-9.800205914E0
5.963551158E1,4.109316449E-1,1.526077969E-1,-9.800202405E0
5.964544058E1,4.108918107E-1,1.525918907E-1,-9.800204160E0
5.965536958E1,4.108621727E-1,1.524998244E-1,-9.800205914E0
5.966529858E1,4.109593095E-1,1.524536406E-1,-9.800202405E0
5.967522758E1,4.110330941E-1,1.525565698E-1,-9.800198897E0
5.968515558E1,4.109138109E-1,1.525523580E-1,-9.800204160E0
5.969508458E1,4.109821137E-1,1.526219399E-1,-9.800197143E0
5.970501358E1,4.110496490E-1,1.526933856E-1,-9.800194219E0
5.971494258E1,4.110840379E-1,1.526629526E-1,-9.800191296E0
5.972487158E1,4.109549607E-1,1.526685440E-1,-9.800197728E0
5.973480058E1,4.109926021E-1,1.526924537E-1,-9.800196558E0
5.974472858E1,4.109506118E-1,1.526187148E-1,-9.800201821E0
5.975465758E1,4.107602118E-1,1.526312406E-1,-9.800207083E0
5.976458658E1,4.106339485E-1,1.527048607E-1,-9.800212346E0
5.977451558E1,4.106862446E-1,1.526251376E-1,-9.800211176E0
5.978444458E1,4.107159192E-1,1.525344327E-1,-9.800211761E0
5.979437358E1,4.106814206E-1,1.524034093E-1,-9.800217608E0
5.980430258E1,4.106879256E-1,1.524693276E-1,-9.800213515E0
5.981423058E1,4.107273578E-1,1.524497394E-1,-9.800212930E0
5.982415958E1,4.107124108E-1,1.524445408E-1,-9.800211176E0
5.983408858E1,4.106372741E-1,1.524854988E-1,-9.800215854E0
5.984401758E1,4.105524164E-1,1.524519960E-1,-9.800221117E0
5.985394658E1,4.105327917E-1,1.523955247E-1,-9.800221701E0
5.986387558E1,4.105875728E-1,1.523485551E-1,-9.800218778E0
5.987380358E1,4.107056500E-1,1.522004744E-1,-9.800215854E0
5.988373258E1,4.106668391E-1,1.521439574E-1,-9.800217608E0
5.989366158E1,4.107248362E-1,1.520594652E-1,-9.800219362E0
5.990359058E1,4.107799096E-1,1.520115545E-1,-9.800218778E0
5.991351958E1,4.108524517E-1,1.518594356E-1,-9.800215854E0
5.992344858E1,4.109328143E-1,1.518674938E-1,-9.800214685E0
5.993337758E1,4.109766319E-1,1.519072914E-1,-9.800212346E0
5.994330558E1,4.110000939E-1,1.520430655E-1,-9.800206499E0
5.995323458E1,4.109970972E-1,1.520306950E-1,-9.800210007E0
5.996316358E1,4.109975357E-1,1.521005236E-1,-9.800205914E0
5.997309258E1,4.110873270E-1,1.520723838E-1,-9.800202990E0
5.998302158E1,4.110740977E-1,1.520962843E-1,-9.800201236E0
5.999295058E1,4.110881675E-1,1.521568396E-1,-9.800201236E0
6.000287858E1,4.110842572E-1,1.519595509E-1,-9.800203575E0
6.001280758E1,4.110564829E-1,1.520478621E-1,-9.800205329E0
6.002273658E1,4.110464696E-1,1.521222314E-1,-9.800204160E0
6.003266558E1,4.111881184E-1,1.520350256E-1,-9.800201236E0
6.004259458E1,4.111009583E-1,1.520395298E-1,-9.800201821E0
6.005252358E1,4.110532304E-1,1.520806613E-1,-9.800202405E0
6.006245158E1,4.110728551E-1,1.519966807E-1,-9.800206499E0
6.007238058E1,4.111215332E-1,1.520032771E-1,-9.800204160E0
6.008230958E1,4.111484670E-1,1.519300864E-1,-9.800204160E0
6.009223858E1,4.112834280E-1,1.518646981E-1,-9.800197728E0
6.010216758E1,4.112138461E-1,1.517621251E-1,-9.800201821E0
6.011209642E1,4.112510856E-1,1.517235700E-1,-9.800198897E0
6.012202542E1,4.111397327E-1,1.516257845E-1,-9.800207083E0
6.013195342E1,4.110773502E-1,1.515585872E-1,-9.800213515E0
6.014188242E1,4.111311080E-1,1.515565772E-1,-9.800208837E0
6.015181142E1,4.110855728E-1,1.517373658E-1,-9.800205914E0
6.016174042E1,4.111294635E-1,1.517535279E-1,-9.800208253E0
6.017166942E1,4.110530842E-1,1.516740971E-1,-9.800211761E0
6.018159842E1,4.111633043E-1,1.515208270E-1,-9.800206499E0
6.019152642E1,4.113686146E-1,1.514366179E-1,-9.800201236E0
6.020145542E1,4.114225917E-1,1.511397986E-1,-9.800201821E0
6.021138442E1,4.114493062E-1,1.512206181E-1,-9.800198897E0
6.022131342E1,4.115208250E-1,1.513152882E-1,-9.800196558E0
6.023124242E1,4.114225917E-1,1.513677578E-1,-9.800201821E0
6.024117142E1,4.113527175E-1,1.513022416E-1,-9.800207668E0
6.025109942E1,4.113225678E-1,1.513605127E-1,-9.800202405E0
6.026102842E1,4.113428503E-1,1.511606750E-1,-9.800208253E0
6.027095742E1,4.114582232E-1,1.510325844E-1,-9.800205329E0
6.028088642E1,4.114854493E-1,1.510051939E-1,-9.800202990E0
6.029081542E1,4.113867775E-1,1.511629408E-1,-9.800204160E0
6.030074442E1,4.113717575E-1,1.512199694E-1,-9.800204744E0
6.031067342E1,4.115229080E-1,1.511095576E-1,-9.800200651E0
6.032060142E1,4.114196681E-1,1.509340497E-1,-9.800204744E0
6.033053042E1,4.112709661E-1,1.508503980E-1,-9.800212930E0
6.034045942E1,4.111354204E-1,1.508073387E-1,-9.800222286E0
6.035038842E1,4.111869855E-1,1.508075123E-1,-9.800220532E0
6.036031742E1,4.110783735E-1,1.508499046E-1,-9.800225210E0
6.037024642E1,4.109742565E-1,1.508220664E-1,-9.800228718E0
6.038017442E1,4.110424496E-1,1.506779965E-1,-9.800225794E0
6.039010342E1,4.109616119E-1,1.507104668E-1,-9.800229887E0
6.040003242E1,4.110264063E-1,1.506460013E-1,-9.800225794E0
6.040996142E1,4.109691767E-1,1.505442780E-1,-9.800230472E0
6.041989042E1,4.110338615E-1,1.506487878E-1,-9.800226379E0
6.042981942E1,4.110835629E-1,1.506596235E-1,-9.800224040E0
6.043974742E1,4.110433267E-1,1.506770281E-1,-9.800228133E0
6.044967642E1,4.111390383E-1,1.506766809E-1,-9.800222871E0
6.045960542E1,4.111294635E-1,1.506312919E-1,-9.800221117E0
6.046953442E1,4.111384536E-1,1.505969852E-1,-9.800225210E0
6.047946342E1,4.110772771E-1,1.505771138E-1,-9.800226379E0
6.048939242E1,4.110514397E-1,1.505779360E-1,-9.800225210E0
6.049932142E1,4.110469812E-1,1.505942717E-1,-9.800228718E0
6.050924942E1,4.110113863E-1,1.506043764E-1,-9.800227548E0
6.051917842E1,4.110724166E-1,1.506182635E-1,-9.800225210E0
6.052910742E1,4.111667760E-1,1.505075319E-1,-9.800222871E0
6.053903642E1,4.113009696E-1,1.505197471E-1,-9.800220532E0
6.054896542E1,4.114535089E-1,1.506216622E-1,-9.800212930E0
6.055889442E1,4.115346025E-1,1.506746983E-1,-9.800208253E0
6.056882242E1,4.113796512E-1,1.507584505E-1,-9.800208837E0
6.057875142E1,4.113165013E-1,1.507892124E-1,-9.800212346E0
6.058868042E1,4.112077066E-1,1.507890388E-1,-9.800217608E0
6.059860942E1,4.112636571E-1,1.506866303E-1,-9.800215854E0
6.060853842E1,4.112082182E-1,1.506692165E-1,-9.800217023E0
6.061846742E1,4.111601614E-1,1.506801709E-1,-9.800218193E0
6.062839542E1,4.112278429E-1,1.508074301E-1,-9.800218193E0
6.063832442E1,4.109675322E-1,1.509042472E-1,-9.800228718E0
6.064825342E1,4.110444231E-1,1.507442984E-1,-9.800225794E0
6.065818242E1,4.111669953E-1,1.506473717E-1,-9.800222286E0
6.066811142E1,4.111576763E-1,1.506989825E-1,-9.800218193E0
6.067804042E1,4.110860479E-1,1.507187717E-1,-9.800225210E0
6.068796942E1,4.109210468E-1,1.507752521E-1,-9.800232811E0
6.069789742E1,4.108536942E-1,1.508385483E-1,-9.800231642E0
6.070782642E1,4.108728438E-1,1.509142971E-1,-9.800231642E0
6.071775542E1,4.110068182E-1,1.508026427E-1,-9.800227548E0
6.072768442E1,4.109137012E-1,1.507377751E-1,-9.800229887E0
6.073761342E1,4.109233491E-1,1.506228499E-1,-9.800233396E0
6.074754242E1,4.110170873E-1,1.507087218E-1,-9.800229303E0
6.075747042E1,4.109641335E-1,1.507103298E-1,-9.800229303E0
6.076739942E1,4.108814685E-1,1.507647089E-1,-9.800233980E0
6.077732842E1,4.107238129E-1,1.506094470E-1,-9.800239243E0
6.078725742E1,4.108498204E-1,1.504049955E-1,-9.800239243E0
6.079718642E1,4.108666312E-1,1.503676738E-1,-9.800238073E0
6.080711542E1,4.109034321E-1,1.503636904E-1,-9.800235150E0
6.081704342E1,4.108305611E-1,1.504090063E-1,-9.800239243E0
6.082697242E1,4.106970984E-1,1.506230692E-1,-9.800244505E0
6.083690142E1,4.107825774E-1,1.506728711E-1,-9.800236319E0
6.084683042E1,4.108289897E-1,1.506710803E-1,-9.800233980E0
6.085675942E1,4.107788864E-1,1.506936743E-1,-9.800235735E0
6.086668842E1,4.107312681E-1,1.505389698E-1,-9.800238073E0
6.087661742E1,4.107561919E-1,1.503893999E-1,-9.800245675E0
6.088654542E1,4.106369818E-1,1.503810859E-1,-9.800250353E0
6.089647442E1,4.106029948E-1,1.503847404E-1,-9.800250353E0
6.090640342E1,4.105906060E-1,1.503756955E-1,-9.800252107E0
6.091633242E1,4.106090979E-1,1.503848957E-1,-9.800252107E0
6.092626142E1,4.106417326E-1,1.503251901E-1,-9.800251522E0
6.093619042E1,4.107917137E-1,1.502105299E-1,-9.800243921E0
6.094611842E1,4.109062460E-1,1.499847999E-1,-9.800241582E0
6.095604742E1,4.109442895E-1,1.501581425E-1,-9.800236904E0
6.096597642E1,4.109833197E-1,1.504200064E-1,-9.800233980E0
6.097590542E1,4.109240435E-1,1.503906241E-1,-9.800235150E0
6.098583442E1,4.110307186E-1,1.503251993E-1,-9.800232811E0
6.099576342E1,4.110406955E-1,1.503191145E-1,-9.800232811E0
6.100569142E1,4.109865356E-1,1.502912580E-1,-9.800233980E0
6.101562042E1,4.108295013E-1,1.503128105E-1,-9.800239828E0
6.102554942E1,4.108570563E-1,1.503236370E-1,-9.800241582E0
6.103547842E1,4.109323027E-1,1.502966941E-1,-9.800239828E0
6.104540742E1,4.109387346E-1,1.504371095E-1,-9.800233980E0
6.105533642E1,4.108847210E-1,1.504336194E-1,-9.800239828E0
6.106526542E1,4.109899709E-1,1.504386718E-1,-9.800232226E0
6.107519342E1,4.110224595E-1,1.505981911E-1,-9.800227548E0
6.108512242E1,4.111008852E-1,1.505879859E-1,-9.800225210E0
6.109505142E1,4.110576158E-1,1.507336090E-1,-9.800223455E0
6.110498042E1,4.110098879E-1,1.507607163E-1,-9.800226379E0
6.111490967E1,4.111046859E-1,1.509168370E-1,-9.800218778E0
6.112483867E1,4.111166727E-1,1.508866690E-1,-9.800218778E0
6.113476667E1,4.111447028E-1,1.508324635E-1,-9.800220532E0
6.114469567E1,4.110634631E-1,1.508861939E-1,-9.800222871E0
6.115462467E1,4.111551182E-1,1.509234517E-1,-9.800217608E0
6.116455367E1,4.111243837E-1,1.508924066E-1,-9.800219362E0
6.117448267E1,4.112363945E-1,1.508574603E-1,-9.800214100E0
6.118441167E1,4.112952321E-1,1.508311022E-1,-9.800211176E0
6.119433967E1,4.113134681E-1,1.506604000E-1,-9.800214685E0
6.120426867E1,4.112246269E-1,1.507504563E-1,-9.800218193E0
6.121419767E1,4.111844639E-1,1.507581582E-1,-9.800218778E0
6.122412667E1,4.110843303E-1,1.509188470E-1,-9.800223455E0
6.123405567E1,4.110038580E-1,1.509669312E-1,-9.800225794E0
6.124398467E1,4.110037849E-1,1.508423764E-1,-9.800226379E0
6.125391367E1,4.109127145E-1,1.507510045E-1,-9.800229303E0
6.126384167E1,4.108596876E-1,1.507724199E-1,-9.800233396E0
6.127377067E1,4.108639634E-1,1.506427944E-1,-9.800234565E0
6.128369967E1,4.109420237E-1,1.505736968E-1,-9.800231642E0
6.129362867E1,4.109796651E-1,1.506746983E-1,-9.800231057E0
6.130355767E1,4.110017749E-1,1.505924536E-1,-9.800230472E0
6.131348667E1,4.109460437E-1,1.505639027E-1,-9.800234565E0
6.132341467E1,4.110256389E-1,1.505560364E-1,-9.800228133E0
6.133334367E1,4.109038341E-1,1.506166190E-1,-9.800229887E0
6.134327267E1,4.109206448E-1,1.507240342E-1,-9.800231642E0
6.135320167E1,4.109186714E-1,1.506189488E-1,-9.800233396E0
6.136313067E1,4.108866213E-1,1.506253624E-1,-9.800231642E0
6.137305967E1,4.109082195E-1,1.505829062E-1,-9.800232226E0
6.138298867E1,4.109112162E-1,1.506350926E-1,-9.800231642E0
6.139291667E1,4.108916645E-1,1.507322660E-1,-9.800233396E0
6.140284567E1,4.110332037E-1,1.508051917E-1,-9.800226379E0
6.141277467E1,4.109414024E-1,1.508098421E-1,-9.800231057E0
6.142270367E1,4.107704079E-1,1.508721606E-1,-9.800236904E0
6.143263267E1,4.107020686E-1,1.509108253E-1,-9.800236319E0
6.144256167E1,4.107076234E-1,1.508195539E-1,-9.800240412E0
6.145248967E1,4.106315365E-1,1.508916209E-1,-9.800240412E0
6.146241867E1,4.106462642E-1,1.508092391E-1,-9.800240997E0
6.147234767E1,4.106588357E-1,1.507735437E-1,-9.800240412E0
6.148227667E1,4.107324376E-1,1.507944749E-1,-9.800239828E0
6.149220567E1,4.108460563E-1,1.508689081E-1,-9.800233980E0
6.150213467E1,4.108795316E-1,1.509320672E-1,-9.800232811E0
6.151206267E1,4.108510264E-1,1.512645727E-1,-9.800223455E0
6.152199167E1,4.108864386E-1,1.512311888E-1,-9.800226379E0
6.153192067E1,4.109466649E-1,1.511758595E-1,-9.800223455E0
6.154184967E1,4.110227884E-1,1.510806869E-1,-9.800221117E0
