timestamp,gravity_x,gravity_y,gravity_z,gravity_time,lin_acc_x,lin_acc_y,lin_acc_z,lin_acc_time,acc_x,acc_y,acc_z,acc_time,gyro_x,gyro_y,gyro_z,gyro_time
2025-10-06 13:42:40.467744,0.07522678195964545,-0.2216969621926546,-9.807205615639687,6.161667583335657,-0.02133884250652045,0.00644458182156086,0.004091881513595581,6.161667583335657,0.05194198608398438,-0.21405487060546877,-9.806557159423829,6.166631583328126,0.0003535742871463299,0.000606136629357934,-0.000937984324991703,6.161667583335657
2025-10-06 13:42:40.585996,0.07463258607778699,-0.22187292683869603,-9.807207369804383,6.280814583325991,-0.014008654193021358,-0.0025104654952883723,0.0037936735153198246,6.280814583325991,0.062420196533203125,-0.22243743896484375,-9.804311828613281,6.285779583326075,0.001536291092634201,-0.001334948232397437,-0.00014663813635706902,6.280814583325991
2025-10-06 13:42:40.703102,0.07459131752606482,-0.222072974704206,-9.807202107310296,6.399961583316326,-0.019206500002183022,0.0011324594914913179,0.0015436649322509766,6.399961583316326,0.05583389282226563,-0.2183958435058594,-9.803413696289063,6.40492658331641,0.002180776558816433,-0.0011359128402546048,-0.0012495415285229683,6.399961583316326
2025-10-06 13:42:40.826482,0.07336125064641237,-0.22137872748076917,-9.807227835059166,6.519108041655272,-0.016479527642950416,0.005377885233610869,0.004861375093460084,6.519108041655272,0.056133270263671875,-0.21644989013671875,-9.803413696289063,6.524073041655356,-0.0014998854603618383,0.0005521220155060291,-0.0014394009485840797,6.519108041655272
2025-10-06 13:42:40.952170,0.07236799143254757,-0.22150782303884625,-9.807233682274818,6.648184041667264,-0.02192287428304553,0.0047584823705255986,0.005764185190200806,6.648184041667264,0.04939727783203125,-0.2165995788574219,-9.802964630126954,6.653149041667348,0.0017069140449166298,-0.0002439549716655165,0.00028216559439897537,6.648184041667264
2025-10-06 13:42:41.110643,0.07169777261093259,-0.22119609335437418,-9.80724713087082,6.807047041656915,-0.015714172795414927,-0.0013910891488194467,0.010567088127136231,6.807047041656915,0.056582336425781254,-0.223934326171875,-9.799821166992189,6.812011041649384,0.00012367358431220055,0.0006483042379841208,-0.00016717100515961647,6.807047041656915
2025-10-06 13:42:41.258676,0.07106439581606537,-0.22087838854640723,-9.807255316972734,6.936123041668907,-0.01627832860685885,0.004428516682237387,0.004291271567344665,6.936123041668907,0.0556842041015625,-0.21570144653320314,-9.802665252685548,6.941087041661376,-0.001008301042020321,-0.0006008518394082785,-0.0012665684334933758,6.936123041668907
2025-10-06 13:42:41.381896,0.07046535770874471,-0.22094451690092684,-9.807259994745255,7.075128041644348,-0.016727097840048374,-0.004935780912637711,0.004144506454467773,7.075128041644348,0.05553451538085938,-0.22468276977539064,-9.80281494140625,7.080092041665921,0.0006895996630191803,0.0003964049101341516,-0.0014457134529948235,7.075128041644348
2025-10-06 13:42:41.513214,0.0699295380525291,-0.22111289843916895,-9.807259994745255,7.214133041648893,-0.014395013535395266,-0.001174851804971695,0.007287969589233399,7.214133041648893,0.06152206420898438,-0.22303619384765627,-9.808203735351563,7.209168041648809,-0.0008705062791705132,-0.0012529155937954783,0.0024507674388587475,7.214133041648893
2025-10-06 13:42:41.666857,0.0697135017067194,-0.22057546623051166,-9.807275782227517,7.363067041645991,-0.015077100377529861,-6.576290354132653e-05,0.0011647653579711914,7.363067041645991,0.05942642211914063,-0.22094055175781252,-9.79278579711914,7.358102041645907,-0.0009039593860507011,0.0015368963358923793,-0.0010818024165928364,7.363067041645991
2025-10-06 13:42:41.805481,0.06985890094656498,-0.2209364587068558,-9.807265841960907,7.492142041650368,-0.01148028159979731,-0.002249496951699257,0.002203230857849121,7.492142041650368,0.058977355957031255,-0.22303619384765627,-9.805060272216798,7.497107041650452,0.00027728499844670296,0.002331643830984831,0.0004623602144420147,7.492142041650368
2025-10-06 13:42:41.938680,0.06943237397354096,-0.22068188555538656,-9.807272273898125,7.6410756666446105,-0.018388520213775336,-0.002354308292269707,0.009695852994918824,7.6410756666446105,0.0484991455078125,-0.21540206909179688,-9.797875213623048,7.636111666652141,-0.0004557729698717594,-0.0008400387014262378,0.0014731581322848797,7.6410756666446105
2025-10-06 13:42:42.085175,0.06915144267026335,-0.22068278091028334,-9.807274612784386,7.780080666649155,-0.012120040082372725,-0.0105862925760448,0.00251313328742981,7.780080666649155,0.05433700561523438,-0.2293231201171875,-9.802665252685548,7.785045666649239,-5.7688914239406586e-05,0.003974044229835272,-0.0013709492050111294,7.780080666649155
2025-10-06 13:42:42.209192,0.06905135478358716,-0.22136546161025764,-9.80725941002369,7.899227666668594,-0.008577102483250202,0.004616175759583712,0.0011507320404052735,7.899227666668594,0.06077362060546875,-0.21749771118164063,-9.805060272216798,7.904192666668678,-0.000853358767926693,-0.0017534891376271844,0.0024441354908049107,7.899227666668594
2025-10-06 13:42:42.350125,0.06875840014312416,-0.22065268602222204,-9.807275197505952,8.048161666665692,-0.011727015827782452,0.002556274775415659,-0.004668416976928711,8.048161666665692,0.052241363525390626,-0.21929397583007815,-9.796677703857423,8.043196666665608,-0.0005729999393224716,-0.00232077413238585,-0.0012533776462078094,8.048161666665692
2025-10-06 13:42:42.482920,0.06768332559149713,-0.22073281114920976,-9.80728162944317,8.17723766664858,-0.019633259950205685,-0.0027524123154580595,-0.0013700026273727418,8.17723766664858,0.048648834228515625,-0.22363494873046877,-9.807305603027345,8.182201666670153,-0.0023594542872160673,-0.001476355828344822,-0.0007718740962445736,8.17723766664858
2025-10-06 13:42:42.608281,0.0677155035501346,-0.22054692450910807,-9.807288646101952,8.306313666660571,-0.013827545824460686,0.002001337464898825,0.0005800437927246094,8.306313666660571,0.05134323120117188,-0.2197430419921875,-9.806856536865235,8.31127766665304,0.00035652611404657364,0.0007732369122095406,0.003706053365021944,8.306313666660571
2025-10-06 13:42:42.725047,0.06786152862478048,-0.2206882444024086,-9.807283383607865,8.425460666650906,-0.0159195425407961,0.0039389768242836,0.00327093243598938,8.425460666650906,0.05523513793945313,-0.21899459838867188,-9.795031127929688,8.420495666650822,2.0128674805164337e-05,3.918010042980313e-05,8.444441482424736e-05,8.425460666650906
2025-10-06 13:42:42.844912,0.06730624413583428,-0.2201336177252233,-9.807301509976387,8.544607666670345,-0.01521456019487232,0.0008396236225962639,0.004933880567550659,8.544607666670345,0.06002517700195313,-0.21121078491210937,-9.797875213623048,8.539642666670261,-0.002625184366479516,-0.00024598473100923,0.00019942782819271088,8.544607666670345
2025-10-06 13:42:42.967078,0.06624461818020791,-0.22030190790072085,-9.807301509976387,8.66375466666068,-0.009063531439751388,0.0011576390638947487,0.0059846252202987674,8.66375466666068,0.05822891235351563,-0.21869522094726562,-9.801767120361328,8.668718666653149,-0.001517832512035966,-0.001737468526698649,-0.0023827822878956795,8.66375466666068
2025-10-06 13:42:43.088022,0.06584227035753429,-0.22056453924626113,-9.807298586368562,8.782901666651014,-0.004619588158093393,0.005761243309825659,0.011369910836219788,8.782901666651014,0.059725799560546876,-0.2137554931640625,-9.796827392578125,8.787865666643484,-2.9548536986112595e-05,0.0005109641933813691,-0.00036700256168842316,8.782901666651014
2025-10-06 13:42:43.214566,0.06582257254980504,-0.22109380362555386,-9.807288646101952,8.911977666663006,-0.008491792520508171,-0.0008945691771805287,0.014951330423355103,8.911977666663006,0.0508941650390625,-0.22662872314453125,-9.801617431640626,8.907012666662922,0.0019813356921076775,-0.0020309502724558115,-0.00022987648844718933,8.911977666663006
2025-10-06 13:42:43.335716,0.0651872177515179,-0.22124274317175152,-9.807289230823518,9.03112466665334,-0.013095533810555936,-0.005086620803922415,0.010909734964370728,9.03112466665334,0.051492919921875005,-0.22722747802734375,-9.7956298828125,9.03608866664581,2.414640039205551e-05,0.00031624571420252323,-0.0015963995829224586,9.03112466665334
2025-10-06 13:42:43.486416,0.0641583316354081,-0.2217917236313224,-9.807281044721604,9.170128666650271,-0.00817476379685104,0.005641247481107712,0.014946067929267884,9.170128666650271,0.05358856201171875,-0.21585113525390626,-9.801168365478516,9.165164666657802,0.0011284793727099895,0.00043319142423570156,0.0018646749667823315,9.170128666650271
2025-10-06 13:42:43.610684,0.0642959239287302,-0.22128184642642737,-9.807292739152908,9.309133666654816,-0.006067016143351794,0.006029484327882528,-0.006748271584510804,9.309133666654816,0.053887939453125006,-0.21585113525390626,-9.80565902709961,9.304169666662347,-0.0008721696212887764,0.0007298297714442015,0.0017667938955128193,9.309133666654816
2025-10-06 13:42:43.732608,0.06430379939731211,-0.2208669499307871,-9.807305603027345,9.42828066664515,-0.0036798538081347946,0.0005250982381403447,-0.0029961133003234865,9.42828066664515,0.056582336425781254,-0.22423370361328127,-9.807455291748047,9.423316666652681,0.00024400930851697922,0.0009675683686509728,0.0010856487788259983,9.42828066664515
2025-10-06 13:42:43.871728,0.06416380883194507,-0.22069836739450693,-9.80730852663517,9.56728633333114,-0.00803052943199873,-9.251391515135766e-05,0.009133350849151612,9.56728633333114,0.0592767333984375,-0.21704864501953125,-9.796977081298829,9.562321333331056,0.00020060967653989792,6.066611967980862e-05,-0.0014397636987268925,9.56728633333114
2025-10-06 13:42:44.042986,0.06314864540006966,-0.22109104447066785,-9.807303848862649,9.736077333334833,-0.002824100092984736,-0.001196669228374958,0.02050677001476288,9.736077333334833,0.061072998046875,-0.22183868408203125,-9.787696380615236,9.741042333334917,-0.0010346928611397743,-0.00016774190589785576,-0.0004404517821967602,9.736077333334833
